Age,VIP,HomePlanet,deck,num,side,Age_Pred,CabinMult,Transported,num_Pred
27,FALSE,Earth,G,20,S,0.465767467184384,FALSE,FALSE,0.514228165100746
26,FALSE,Mars,F,24,P,0.465475555687279,FALSE,TRUE,0.516310408088363
33,FALSE,Europa,D,4,P,0.475823164699399,FALSE,TRUE,0.505855958119673
39,FALSE,Earth,A,0,P,0.488121265284679,TRUE,FALSE,0.503759069596325
13,FALSE,Europa,A,0,P,0.55235575350062,TRUE,TRUE,0.503759069596325
24,FALSE,Mars,F,25,P,0.467003809289332,FALSE,TRUE,0.516829754223417
29,FALSE,Earth,G,21,S,0.467926972205844,FALSE,FALSE,0.514749381673486
18,FALSE,Earth,F,27,P,0.495501823932408,FALSE,FALSE,0.517866720918266
67,FALSE,Mars,F,27,S,0.47479272541847,FALSE,TRUE,0.517866720918266
35,FALSE,Mars,E,7,S,0.480282046309717,FALSE,FALSE,0.507428311623844
61,TRUE,Mars,D,3,S,0.488966298151859,FALSE,FALSE,0.505331764155149
45,FALSE,Mars,E,8,S,0.494801619322492,FALSE,FALSE,0.507952314391425
22,FALSE,Earth,G,22,S,0.472051981947619,FALSE,TRUE,0.515270184722843
19,FALSE,Mars,F,29,S,0.487811984241333,FALSE,TRUE,0.518901113981351
36,FALSE,Mars,D,5,S,0.482431571766483,FALSE,FALSE,0.506380120965928
19,FALSE,Earth,G,17,P,0.487811984241333,FALSE,TRUE,0.51266236722512
47,FALSE,Earth,G,23,S,0.495697041270013,FALSE,FALSE,0.51579053902061
13,FALSE,Earth,G,18,P,0.55235575350062,FALSE,TRUE,0.513184625890832
34,FALSE,Earth,E,5,P,0.478063387574337,FALSE,FALSE,0.506380120965928
35,FALSE,Europa,C,6,S,0.480282046309717,FALSE,TRUE,0.506904242696986
24,FALSE,Earth,G,19,P,0.467003809289332,FALSE,TRUE,0.513706568956608
26,FALSE,Earth,F,29,P,0.465475555687279,FALSE,FALSE,0.518901113981351
31,FALSE,Mars,F,30,P,0.471515240450065,FALSE,FALSE,0.519417238873594
20,FALSE,Earth,F,31,S,0.481370609361581,FALSE,TRUE,0.519932590355636
56,FALSE,Earth,G,25,S,0.494312928790303,FALSE,FALSE,0.516829754223417
50,FALSE,Earth,G,26,S,0.496120082162793,FALSE,TRUE,0.517348538524581
42,FALSE,Mars,F,31,P,0.492274805867181,FALSE,FALSE,0.519932590355636
35,FALSE,Earth,G,27,S,0.480282046309717,FALSE,TRUE,0.517866720918266
38,FALSE,Earth,G,20,P,0.486377351766082,FALSE,FALSE,0.514228165100746
41,FALSE,Earth,F,32,P,0.491075502727879,FALSE,FALSE,0.520447122878619
22,FALSE,Earth,G,22,P,0.472051981947619,FALSE,FALSE,0.515270184722843
26,FALSE,Europa,B,8,P,0.465475555687279,TRUE,TRUE,0.507952314391425
17,FALSE,Europa,B,8,P,0.504457340885458,TRUE,TRUE,0.507952314391425
57,FALSE,Earth,G,28,S,0.493606170409555,TRUE,TRUE,0.518384260184231
17,FALSE,Earth,G,28,S,0.504457340885458,TRUE,FALSE,0.518384260184231
35,FALSE,Mars,F,37,P,0.480282046309717,FALSE,TRUE,0.523005837082694
13,FALSE,Mars,F,35,S,0.55235575350062,TRUE,TRUE,0.521985336090853
27,FALSE,Mars,F,35,S,0.465767467184384,TRUE,FALSE,0.521985336090853
31,FALSE,Earth,G,23,P,0.471515240450065,FALSE,FALSE,0.51579053902061
24,FALSE,Earth,E,10,S,0.467003809289332,FALSE,FALSE,0.509000059853353
19,FALSE,Earth,G,30,S,0.487811984241333,FALSE,TRUE,0.519417238873594
32,FALSE,Earth,G,24,P,0.4736183003833,FALSE,TRUE,0.516310408088363
58,FALSE,Earth,E,11,S,0.492739729609023,FALSE,TRUE,0.509523767740421
21,FALSE,Earth,F,38,P,0.476137387385959,FALSE,FALSE,0.523514444117169
38,FALSE,Europa,B,2,S,0.486377351766082,FALSE,FALSE,0.5048075473513
38,FALSE,Mars,D,6,S,0.486377351766082,FALSE,FALSE,0.506904242696986
19,FALSE,Earth,G,26,P,0.487811984241333,TRUE,TRUE,0.517348538524581
0,FALSE,Earth,G,26,P,0.761507932271289,TRUE,FALSE,0.517348538524581
3,FALSE,Earth,G,26,P,0.715803478802276,TRUE,TRUE,0.517348538524581
20,FALSE,Earth,G,27,P,0.481370609361581,FALSE,FALSE,0.517866720918266
24,FALSE,Europa,C,3,P,0.467003809289332,FALSE,TRUE,0.505331764155149
37,FALSE,Earth,F,36,S,0.484473377430017,FALSE,TRUE,0.522496117316377
25,FALSE,Earth,G,28,P,0.465851641514145,FALSE,FALSE,0.518384260184231
56,FALSE,Earth,G,31,S,0.494312928790303,FALSE,TRUE,0.519932590355636
49,FALSE,Earth,E,8,P,0.496085370532005,FALSE,FALSE,0.507952314391425
11,FALSE,Earth,G,32,S,0.58238784034536,FALSE,FALSE,0.520447122878619
1,FALSE,Earth,G,29,P,0.74682965655286,TRUE,TRUE,0.518901113981351
8,FALSE,Earth,G,29,P,0.631936960544721,TRUE,FALSE,0.518901113981351
39,FALSE,Earth,G,29,P,0.488121265284679,TRUE,FALSE,0.518901113981351
2,FALSE,Mars,F,41,P,0.731580856235221,TRUE,TRUE,0.5250330632817
23,FALSE,Mars,F,41,P,0.469037448412813,TRUE,FALSE,0.5250330632817
0,FALSE,Mars,F,41,P,0.761507932271289,TRUE,TRUE,0.5250330632817
39,FALSE,Mars,F,42,P,0.488121265284679,FALSE,TRUE,0.525536689743239
25,FALSE,Mars,D,5,P,0.465851641514145,FALSE,FALSE,0.506380120965928
36,FALSE,Europa,C,5,P,0.482431571766483,FALSE,FALSE,0.506380120965928
52,FALSE,Earth,G,30,P,0.495908850168224,FALSE,TRUE,0.519417238873594
18,FALSE,Earth,G,33,S,0.495501823932408,FALSE,FALSE,0.520960789875873
15,FALSE,Earth,G,31,P,0.526104477689834,FALSE,TRUE,0.519932590355636
35,FALSE,Europa,B,3,S,0.480282046309717,TRUE,TRUE,0.505331764155149
47,FALSE,Europa,B,3,S,0.495697041270013,TRUE,TRUE,0.505331764155149
45,FALSE,Europa,B,9,P,0.494801619322492,FALSE,TRUE,0.508476236004387
32,FALSE,Europa,A,2,P,0.4736183003833,FALSE,TRUE,0.5048075473513
51,FALSE,Europa,C,8,S,0.496059936989348,FALSE,TRUE,0.507952314391425
29,FALSE,Earth,G,34,S,0.467926972205844,FALSE,FALSE,0.521473543788489
29,FALSE,Europa,C,9,S,0.467926972205844,FALSE,TRUE,0.508476236004387
19,FALSE,Earth,G,32,P,0.487811984241333,FALSE,FALSE,0.520447122878619
24,FALSE,Europa,D,6,P,0.467003809289332,FALSE,TRUE,0.506904242696986
29,FALSE,Mars,F,44,P,0.467926972205844,TRUE,TRUE,0.526539741888657
11,FALSE,Mars,F,44,P,0.58238784034536,TRUE,TRUE,0.526539741888657
17,FALSE,Mars,F,44,P,0.504457340885458,TRUE,FALSE,0.526539741888657
13,FALSE,Earth,E,9,P,0.55235575350062,FALSE,FALSE,0.508476236004387
35,FALSE,Earth,F,45,P,0.480282046309717,FALSE,FALSE,0.52703905468884
21,FALSE,Earth,F,46,P,0.476137387385959,FALSE,FALSE,0.527536815552051
21,FALSE,Earth,F,40,S,0.476137387385959,FALSE,FALSE,0.524528110601052
38,FALSE,Earth,F,47,P,0.486377351766082,FALSE,FALSE,0.528032966324528
19,FALSE,Earth,G,36,P,0.487811984241333,FALSE,TRUE,0.522496117316377
2,FALSE,Earth,G,37,P,0.731580856235221,TRUE,TRUE,0.523005837082694
0,FALSE,Earth,G,37,P,0.761507932271289,TRUE,TRUE,0.523005837082694
13,FALSE,Earth,G,37,P,0.55235575350062,TRUE,FALSE,0.523005837082694
25,FALSE,Earth,E,10,P,0.465851641514145,FALSE,FALSE,0.509000059853353
16,FALSE,Earth,F,48,P,0.514670133184028,FALSE,FALSE,0.528527448211825
1,FALSE,Earth,G,37,P,0.74682965655286,TRUE,FALSE,0.523005837082694
15,FALSE,Earth,G,37,P,0.526104477689834,TRUE,TRUE,0.523005837082694
21,FALSE,Mars,E,13,S,0.476137387385959,TRUE,FALSE,0.510570755052966
23,FALSE,Mars,E,13,S,0.469037448412813,TRUE,FALSE,0.510570755052966
33,FALSE,Mars,E,13,S,0.475823164699399,TRUE,FALSE,0.510570755052966
21,FALSE,Mars,E,13,S,0.476137387385959,TRUE,TRUE,0.510570755052966
41,FALSE,Mars,E,13,S,0.491075502727879,TRUE,FALSE,0.510570755052966
16,FALSE,Mars,E,13,S,0.514670133184028,TRUE,FALSE,0.510570755052966
42,FALSE,Mars,E,13,S,0.492274805867181,TRUE,FALSE,0.510570755052966
20,FALSE,Mars,F,41,S,0.481370609361581,TRUE,FALSE,0.5250330632817
24,FALSE,Mars,F,41,S,0.467003809289332,TRUE,TRUE,0.5250330632817
16,FALSE,Mars,E,14,S,0.514670133184028,FALSE,TRUE,0.511093990375768
21,FALSE,Earth,G,35,S,0.476137387385959,FALSE,FALSE,0.521985336090853
32,TRUE,Mars,F,42,S,0.4736183003833,FALSE,FALSE,0.525536689743239
58,FALSE,Earth,G,38,P,0.492739729609023,FALSE,TRUE,0.523514444117169
24,FALSE,Earth,F,43,S,0.467003809289332,FALSE,FALSE,0.526038934640426
30,FALSE,Mars,F,44,S,0.469589850791481,FALSE,FALSE,0.526539741888657
27,FALSE,Earth,G,36,S,0.465767467184384,FALSE,FALSE,0.522496117316377
32,FALSE,Mars,F,45,S,0.4736183003833,FALSE,FALSE,0.52703905468884
43,FALSE,Earth,F,50,P,0.493290531199942,FALSE,FALSE,0.529511167097944
42,FALSE,Europa,B,11,P,0.492274805867181,FALSE,TRUE,0.509523767740421
37,FALSE,Mars,F,211,S,0.484473377430017,FALSE,FALSE,0.544345636770885
35,FALSE,Mars,F,52,P,0.480282046309717,FALSE,TRUE,0.530487489973323
33,FALSE,Europa,E,11,P,0.475823164699399,FALSE,FALSE,0.509523767740421
18,FALSE,Mars,F,46,S,0.495501823932408,FALSE,FALSE,0.527536815552051
21,FALSE,Earth,G,37,S,0.476137387385959,FALSE,FALSE,0.523005837082694
43,FALSE,Mars,G,1411,S,0.493290531199942,FALSE,TRUE,0.416310050987473
14,FALSE,Mars,F,47,S,0.538696686546262,FALSE,TRUE,0.528032966324528
46,FALSE,Europa,C,6,P,0.495319565406469,TRUE,TRUE,0.506904242696986
33,FALSE,Europa,C,6,P,0.475823164699399,TRUE,FALSE,0.506904242696986
21,FALSE,Mars,D,8,P,0.476137387385959,FALSE,FALSE,0.507952314391425
33,FALSE,Europa,C,10,S,0.475823164699399,FALSE,FALSE,0.509000059853353
47,FALSE,Earth,G,38,S,0.495697041270013,FALSE,FALSE,0.523514444117169
54,FALSE,Earth,C,11,S,0.495326820096129,FALSE,TRUE,0.509523767740421
30,FALSE,Earth,F,53,P,0.469589850791481,FALSE,FALSE,0.530972724809936
29,FALSE,Earth,G,42,P,0.467926972205844,FALSE,FALSE,0.525536689743239
21,FALSE,Earth,F,54,P,0.476137387385959,FALSE,TRUE,0.53145592590796
24,FALSE,Europa,A,3,S,0.467003809289332,FALSE,TRUE,0.505331764155149
21,FALSE,Mars,F,49,S,0.476137387385959,TRUE,FALSE,0.529020201803639
60,FALSE,Mars,F,49,S,0.490440727415283,TRUE,TRUE,0.529020201803639
22,FALSE,Earth,F,50,S,0.472051981947619,FALSE,FALSE,0.529511167097944
26,FALSE,Europa,E,16,S,0.465475555687279,FALSE,FALSE,0.512139822926846
26,FALSE,Earth,F,56,P,0.465475555687279,FALSE,FALSE,0.532415976045197
28,FALSE,Earth,G,43,P,0.466619574212593,FALSE,TRUE,0.526038934640426
39,FALSE,Europa,D,8,S,0.488121265284679,FALSE,TRUE,0.507952314391425
13,FALSE,Earth,F,51,S,0.55235575350062,FALSE,FALSE,0.530000283525379
47,FALSE,Earth,F,52,S,0.495697041270013,FALSE,TRUE,0.530487489973323
63,FALSE,Earth,F,59,P,0.485282399363508,FALSE,FALSE,0.533839219176388
27,FALSE,Europa,D,9,S,0.465767467184384,FALSE,TRUE,0.508476236004387
50,FALSE,Earth,F,61,P,0.496120082162793,FALSE,TRUE,0.534776077123956
35,FALSE,Earth,A,101,S,0.480282046309717,FALSE,FALSE,0.550666666509419
45,FALSE,Earth,G,45,P,0.494801619322492,FALSE,FALSE,0.52703905468884
19,FALSE,Earth,F,63,P,0.487811984241333,FALSE,TRUE,0.535702751723574
21,FALSE,Earth,F,54,S,0.476137387385959,FALSE,TRUE,0.53145592590796
29,FALSE,Earth,G,46,P,0.467926972205844,FALSE,TRUE,0.527536815552051
22,FALSE,Earth,F,64,P,0.472051981947619,FALSE,TRUE,0.536162106280219
14,FALSE,Europa,E,16,P,0.538696686546262,TRUE,TRUE,0.512139822926846
42,FALSE,Europa,E,16,P,0.492274805867181,TRUE,TRUE,0.512139822926846
57,FALSE,Earth,F,65,P,0.493606170409555,FALSE,FALSE,0.536618717704389
39,FALSE,Europa,F,691,P,0.488121265284679,FALSE,TRUE,0.506420444716722
28,FALSE,Europa,B,12,P,0.466619574212593,FALSE,FALSE,0.510047339905734
19,FALSE,Earth,F,55,S,0.487811984241333,FALSE,FALSE,0.531937030668611
19,FALSE,Europa,C,12,S,0.487811984241333,FALSE,TRUE,0.510047339905734
26,FALSE,Europa,B,7,S,0.465475555687279,TRUE,TRUE,0.507428311623844
17,FALSE,Europa,B,7,S,0.504457340885458,TRUE,TRUE,0.507428311623844
43,FALSE,Europa,B,7,S,0.493290531199942,TRUE,TRUE,0.507428311623844
9,FALSE,Europa,B,7,S,0.615041227341618,TRUE,TRUE,0.507428311623844
40,FALSE,Europa,D,10,S,0.489690126489503,FALSE,TRUE,0.509000059853353
50,FALSE,Europa,B,8,S,0.496120082162793,FALSE,TRUE,0.507952314391425
24,FALSE,Earth,G,47,P,0.467003809289332,FALSE,TRUE,0.528032966324528
57,FALSE,Europa,A,3,P,0.493606170409555,FALSE,TRUE,0.505331764155149
16,FALSE,Earth,G,69,P,0.514670133184028,FALSE,FALSE,0.538416404083633
23,FALSE,Earth,F,67,P,0.469037448412813,FALSE,FALSE,0.537523445926042
23,FALSE,Earth,G,41,S,0.469037448412813,FALSE,TRUE,0.5250330632817
28,FALSE,Europa,E,18,S,0.466619574212593,FALSE,FALSE,0.513184625890832
23,FALSE,Europa,C,7,P,0.469037448412813,FALSE,FALSE,0.507428311623844
23,FALSE,Earth,E,19,S,0.469037448412813,FALSE,FALSE,0.513706568956608
18,FALSE,Earth,F,59,S,0.495501823932408,FALSE,TRUE,0.533839219176388
18,FALSE,Earth,F,60,S,0.495501823932408,FALSE,FALSE,0.534308888409889
67,FALSE,Europa,G,1046,S,0.47479272541847,FALSE,FALSE,0.610545853454441
60,FALSE,Earth,F,68,P,0.490440727415283,TRUE,TRUE,0.537971429636458
18,FALSE,Earth,G,50,P,0.495501823932408,TRUE,TRUE,0.529511167097944
49,FALSE,Earth,F,68,P,0.496085370532005,TRUE,TRUE,0.537971429636458
0,FALSE,Earth,G,50,P,0.761507932271289,TRUE,TRUE,0.529511167097944
26,FALSE,Earth,G,51,P,0.465475555687279,FALSE,FALSE,0.530000283525379
35,FALSE,Europa,G,42,S,0.480282046309717,FALSE,TRUE,0.525536689743239
24,FALSE,Europa,B,9,S,0.467003809289332,TRUE,TRUE,0.508476236004387
20,FALSE,Europa,B,9,S,0.481370609361581,TRUE,TRUE,0.508476236004387
18,FALSE,Earth,G,44,S,0.495501823932408,TRUE,FALSE,0.526539741888657
21,FALSE,Earth,G,44,S,0.476137387385959,TRUE,FALSE,0.526539741888657
59,TRUE,Europa,F,61,S,0.491691814388881,FALSE,FALSE,0.534776077123956
13,FALSE,Earth,G,45,S,0.55235575350062,FALSE,FALSE,0.52703905468884
43,FALSE,Earth,G,53,P,0.493290531199942,FALSE,FALSE,0.530972724809936
29,FALSE,Earth,G,47,S,0.467926972205844,FALSE,FALSE,0.528032966324528
19,FALSE,Earth,G,507,P,0.487811984241333,FALSE,TRUE,0.403962527604006
2,FALSE,Europa,C,14,S,0.731580856235221,TRUE,TRUE,0.511093990375768
32,FALSE,Europa,C,14,S,0.4736183003833,TRUE,TRUE,0.511093990375768
33,FALSE,Europa,C,14,S,0.475823164699399,TRUE,FALSE,0.511093990375768
25,FALSE,Earth,F,72,P,0.465851641514145,FALSE,FALSE,0.539732602121402
29,FALSE,Mars,F,73,P,0.467926972205844,FALSE,TRUE,0.540164869316951
29,FALSE,Mars,F,62,S,0.467926972205844,FALSE,FALSE,0.535240720072652
44,FALSE,Earth,F,74,P,0.494129432693173,FALSE,FALSE,0.540593791748654
2,FALSE,Mars,F,63,S,0.731580856235221,TRUE,TRUE,0.535702751723574
19,FALSE,Mars,F,63,S,0.487811984241333,TRUE,TRUE,0.535702751723574
0,FALSE,Mars,F,63,S,0.761507932271289,TRUE,TRUE,0.535702751723574
18,FALSE,Earth,G,48,S,0.495501823932408,FALSE,TRUE,0.528527448211825
38,FALSE,Europa,B,10,S,0.486377351766082,FALSE,TRUE,0.509000059853353
5,FALSE,Earth,G,57,P,0.682935619251459,FALSE,FALSE,0.532892698566536
31,FALSE,Earth,F,76,P,0.471515240450065,FALSE,FALSE,0.541441333238445
30,FALSE,Mars,E,21,S,0.469589850791481,FALSE,FALSE,0.514749381673486
15,FALSE,Earth,G,59,P,0.526104477689834,FALSE,TRUE,0.533839219176388
27,FALSE,Mars,F,64,S,0.465767467184384,FALSE,FALSE,0.536162106280219
22,FALSE,Mars,D,12,P,0.472051981947619,FALSE,TRUE,0.510047339905734
36,FALSE,Mars,G,1207,S,0.482431571766483,FALSE,TRUE,0.471686184360852
14,FALSE,Earth,G,60,P,0.538696686546262,FALSE,TRUE,0.534308888409889
23,FALSE,Mars,F,78,P,0.469037448412813,FALSE,FALSE,0.54227468846379
18,FALSE,Earth,F,1812,P,0.495501823932408,FALSE,TRUE,0.451078636371624
36,FALSE,Europa,B,15,P,0.482431571766483,FALSE,TRUE,0.511617021583333
41,FALSE,Earth,F,65,S,0.491075502727879,FALSE,FALSE,0.536618717704389
50,FALSE,Earth,G,50,S,0.496120082162793,TRUE,TRUE,0.529511167097944
32,FALSE,Earth,G,50,S,0.4736183003833,TRUE,TRUE,0.529511167097944
26,FALSE,Earth,F,66,S,0.465475555687279,FALSE,FALSE,0.537072519738199
