Age,VIP,HomePlanet,Cabin,Transported
19,FALSE,Mars,F/29/S,TRUE
36,FALSE,Mars,D/5/S,FALSE
19,FALSE,Earth,G/17/P,TRUE
47,FALSE,Earth,G/23/S,FALSE
13,FALSE,Earth,G/18/P,TRUE
34,FALSE,Earth,E/5/P,FALSE
35,FALSE,Europa,C/6/S,TRUE
24,FALSE,Earth,G/19/P,TRUE
26,FALSE,Earth,F/29/P,FALSE
31,FALSE,Mars,F/30/P,FALSE
20,FALSE,Earth,F/31/S,TRUE
56,FALSE,Earth,G/25/S,FALSE
50,FALSE,Earth,G/26/S,TRUE
42,FALSE,Mars,F/31/P,FALSE
17,FALSE,Earth,G/27/S,TRUE
38,FALSE,Earth,G/20/P,FALSE
41,FALSE,Earth,F/32/P,FALSE
22,FALSE,Earth,G/22/P,FALSE
26,FALSE,Europa,B/8/P,TRUE
17,FALSE,Europa,B/8/P,TRUE
57,FALSE,Earth,G/28/S,TRUE
17,FALSE,Earth,G/28/S,FALSE
35,FALSE,Mars,F/37/P,TRUE
13,FALSE,Mars,F/35/S,TRUE
27,FALSE,Mars,F/35/S,FALSE
31,FALSE,Earth,G/23/P,FALSE
24,FALSE,Earth,E/10/S,FALSE
19,FALSE,Earth,G/30/S,TRUE
32,FALSE,Earth,G/24/P,TRUE
58,FALSE,Earth,E/11/S,TRUE
21,FALSE,Earth,F/38/P,FALSE
38,FALSE,Europa,B/2/S,FALSE
38,FALSE,Mars,D/6/S,FALSE
19,FALSE,Earth,G/26/P,TRUE
0,FALSE,Earth,G/26/P,FALSE
3,FALSE,Earth,G/26/P,TRUE
20,FALSE,Earth,G/27/P,FALSE
24,FALSE,Europa,C/3/P,TRUE
37,FALSE,Earth,F/36/S,TRUE
25,FALSE,Earth,G/28/P,FALSE
56,FALSE,Earth,G/31/S,TRUE
49,FALSE,Earth,E/8/P,FALSE
11,FALSE,Earth,G/32/S,FALSE
1,FALSE,Earth,G/29/P,TRUE
8,FALSE,Earth,G/29/P,FALSE
39,FALSE,Earth,G/29/P,FALSE
2,FALSE,Mars,F/41/P,TRUE
23,FALSE,Mars,F/41/P,FALSE
0,FALSE,Mars,F/41/P,TRUE
39,FALSE,Mars,F/42/P,TRUE
25,FALSE,Mars,D/5/P,FALSE
36,FALSE,Europa,C/5/P,FALSE
52,FALSE,Earth,G/30/P,TRUE
18,FALSE,Earth,G/33/S,FALSE
15,FALSE,Earth,G/31/P,TRUE
35,FALSE,Europa,B/3/S,TRUE
47,FALSE,Europa,B/3/S,TRUE
45,FALSE,Europa,B/9/P,TRUE
41,FALSE,Europa,A/2/P,TRUE
51,FALSE,Europa,C/8/S,TRUE
29,FALSE,Earth,G/34/S,FALSE
37,FALSE,Europa,C/9/S,TRUE
19,FALSE,Earth,G/32/P,FALSE
24,FALSE,Europa,D/6/P,TRUE
29,FALSE,Mars,F/44/P,TRUE
11,FALSE,Mars,F/44/P,TRUE
17,FALSE,Mars,F/44/P,FALSE
13,FALSE,Earth,E/9/P,FALSE
35,FALSE,Earth,F/45/P,FALSE
21,FALSE,Earth,F/46/P,FALSE
21,FALSE,Earth,F/40/S,FALSE
38,FALSE,Earth,F/47/P,FALSE
19,FALSE,Earth,G/36/P,TRUE
2,FALSE,Earth,G/37/P,TRUE
0,FALSE,Earth,G/37/P,TRUE
13,FALSE,Earth,G/37/P,FALSE
25,FALSE,Earth,E/10/P,FALSE
16,FALSE,Earth,F/48/P,FALSE
1,FALSE,Earth,G/37/P,FALSE
15,FALSE,Earth,G/37/P,TRUE
21,FALSE,Mars,E/13/S,FALSE
23,FALSE,Mars,E/13/S,FALSE
33,FALSE,Mars,E/13/S,FALSE
21,FALSE,Mars,E/13/S,TRUE
41,FALSE,Mars,E/13/S,FALSE
16,FALSE,Mars,E/13/S,FALSE
42,FALSE,Mars,E/13/S,FALSE
20,FALSE,Mars,F/41/S,FALSE
24,FALSE,Mars,F/41/S,TRUE
16,FALSE,Mars,E/14/S,TRUE
21,FALSE,Earth,G/35/S,FALSE
32,TRUE,Mars,F/42/S,FALSE
58,FALSE,Earth,G/38/P,TRUE
24,FALSE,Earth,F/43/S,FALSE
30,FALSE,Mars,F/44/S,FALSE
27,FALSE,Earth,G/36/S,FALSE
32,FALSE,Mars,F/45/S,FALSE
43,FALSE,Earth,F/50/P,FALSE
42,FALSE,Europa,B/11/P,TRUE
37,FALSE,Mars,"",FALSE
35,FALSE,Mars,F/52/P,TRUE
33,FALSE,Europa,E/11/P,FALSE
18,FALSE,Earth,F/46/S,FALSE
21,FALSE,Earth,G/37/S,FALSE
43,FALSE,Mars,"",TRUE
14,FALSE,Mars,F/47/S,TRUE
46,FALSE,Europa,C/6/P,TRUE
33,FALSE,Europa,C/6/P,FALSE
21,FALSE,Mars,D/8/P,FALSE
33,FALSE,Europa,C/10/S,FALSE
47,FALSE,Earth,G/38/S,FALSE
54,FALSE,Mars,C/11/S,TRUE
30,FALSE,Earth,F/53/P,FALSE
29,FALSE,Earth,G/42/P,FALSE
21,FALSE,Earth,F/54/P,TRUE
24,FALSE,Europa,A/3/S,TRUE
21,FALSE,Mars,F/49/S,FALSE
60,FALSE,Mars,F/49/S,TRUE
22,FALSE,Earth,F/50/S,FALSE
26,FALSE,Europa,E/16/S,FALSE
26,FALSE,Earth,F/56/P,FALSE
28,FALSE,Earth,G/43/P,TRUE
39,FALSE,Europa,D/8/S,TRUE
13,FALSE,Earth,F/51/S,FALSE
47,FALSE,Earth,F/52/S,TRUE
63,FALSE,Earth,F/59/P,FALSE
41,FALSE,Europa,D/9/S,TRUE
50,FALSE,Earth,F/61/P,TRUE
35,FALSE,Earth,"",FALSE
45,FALSE,Earth,G/45/P,FALSE
19,FALSE,Earth,F/63/P,TRUE
21,FALSE,Earth,F/54/S,TRUE
29,FALSE,Earth,G/46/P,TRUE
22,FALSE,Earth,F/64/P,TRUE
14,FALSE,Europa,E/16/P,TRUE
42,FALSE,Europa,E/16/P,TRUE
57,FALSE,Earth,F/65/P,FALSE
39,FALSE,Europa,"",TRUE
28,FALSE,Europa,B/12/P,FALSE
19,FALSE,Earth,F/55/S,FALSE
19,FALSE,Europa,C/12/S,TRUE
26,FALSE,Europa,B/7/S,TRUE
17,FALSE,Europa,B/7/S,TRUE
43,FALSE,Europa,B/7/S,TRUE
9,FALSE,Europa,B/7/S,TRUE
40,FALSE,Europa,D/10/S,TRUE
50,FALSE,Europa,B/8/S,TRUE
24,FALSE,Earth,G/47/P,TRUE
57,FALSE,Europa,A/3/P,TRUE
16,FALSE,Earth,"",FALSE
23,FALSE,Earth,F/67/P,FALSE
23,FALSE,Europa,G/41/S,TRUE
28,FALSE,Europa,E/18/S,FALSE
23,FALSE,Europa,C/7/P,FALSE
23,FALSE,Earth,E/19/S,FALSE
18,FALSE,Earth,F/59/S,TRUE
18,FALSE,Earth,F/60/S,FALSE
67,FALSE,Europa,"",FALSE
60,FALSE,Earth,F/68/P,TRUE
27,FALSE,Earth,G/50/P,TRUE
49,FALSE,Earth,F/68/P,TRUE
0,FALSE,Earth,G/50/P,TRUE
26,FALSE,Earth,G/51/P,FALSE
35,FALSE,Earth,G/42/S,TRUE
24,FALSE,Europa,B/9/S,TRUE
20,FALSE,Europa,B/9/S,TRUE
18,FALSE,Earth,G/44/S,FALSE
21,FALSE,Earth,G/44/S,FALSE
59,TRUE,Europa,F/61/S,FALSE
13,FALSE,Earth,G/45/S,FALSE
43,FALSE,Earth,G/53/P,FALSE
29,FALSE,Earth,G/47/S,FALSE
19,FALSE,Earth,"",TRUE
2,FALSE,Europa,C/14/S,TRUE
32,FALSE,Europa,C/14/S,TRUE
33,FALSE,Europa,C/14/S,FALSE
25,FALSE,Earth,F/72/P,FALSE
29,FALSE,Mars,F/73/P,TRUE
29,FALSE,Mars,F/62/S,FALSE
44,FALSE,Earth,F/74/P,FALSE
2,FALSE,Mars,F/63/S,TRUE
19,FALSE,Mars,F/63/S,TRUE
0,FALSE,Mars,F/63/S,TRUE
18,FALSE,Earth,G/48/S,TRUE
38,FALSE,Europa,B/10/S,TRUE
5,FALSE,Earth,G/57/P,FALSE
31,FALSE,Earth,F/76/P,FALSE
30,FALSE,Mars,E/21/S,FALSE
15,FALSE,Earth,G/59/P,TRUE
27,FALSE,Mars,F/64/S,FALSE
22,FALSE,Mars,D/12/P,TRUE
36,FALSE,Mars,"",TRUE
14,FALSE,Earth,G/60/P,TRUE
23,FALSE,Mars,F/78/P,FALSE
18,FALSE,Earth,"",TRUE
36,FALSE,Europa,B/15/P,TRUE
41,FALSE,Earth,F/65/S,FALSE
50,FALSE,Earth,G/50/S,TRUE
32,FALSE,Earth,G/50/S,TRUE
26,FALSE,Earth,F/66/S,FALSE
15,FALSE,Earth,F/67/S,FALSE
33,FALSE,Earth,F/68/S,TRUE
0,FALSE,Earth,G/51/S,FALSE
26,FALSE,Mars,F/82/P,FALSE
61,FALSE,Mars,F/82/P,TRUE
24,FALSE,Earth,G/53/S,TRUE
30,FALSE,Earth,F/83/P,FALSE
24,FALSE,Mars,F/84/P,TRUE
24,FALSE,Earth,F/85/P,FALSE
41,FALSE,Earth,G/62/P,FALSE
20,FALSE,Earth,E/22/P,FALSE
22,FALSE,Earth,G/54/S,TRUE
63,FALSE,Europa,C/15/S,FALSE
18,FALSE,Europa,B/11/S,FALSE
21,FALSE,Europa,B/11/S,TRUE
79,FALSE,Europa,B/11/S,FALSE
56,FALSE,Europa,B/11/S,TRUE
13,FALSE,Europa,B/11/S,TRUE
33,FALSE,Europa,B/11/S,FALSE
32,FALSE,Europa,B/11/S,TRUE
31,FALSE,Earth,G/63/P,TRUE
26,FALSE,Europa,"",TRUE
18,FALSE,Europa,B/16/P,TRUE
38,FALSE,Europa,B/16/P,TRUE
23,FALSE,Earth,G/64/P,FALSE
28,FALSE,Earth,G/55/S,FALSE
34,FALSE,Earth,G/55/S,FALSE
0,FALSE,Earth,G/56/S,TRUE
14,FALSE,Earth,G/56/S,TRUE
23,FALSE,Earth,G/65/P,FALSE
49,FALSE,Earth,G/66/P,FALSE
14,FALSE,Earth,G/57/S,FALSE
18,FALSE,Earth,E/23/P,FALSE
27,TRUE,Europa,C/9/P,TRUE
48,FALSE,Earth,E/24/P,FALSE
31,TRUE,Europa,B/17/P,FALSE
61,FALSE,Europa,B/17/P,FALSE
18,FALSE,Earth,G/59/S,TRUE
45,FALSE,Mars,F/69/S,TRUE
22,FALSE,Mars,D/13/S,FALSE
30,TRUE,Mars,D/14/S,FALSE
30,FALSE,Mars,D/14/S,FALSE
32,TRUE,Europa,D/15/S,TRUE
43,TRUE,Mars,D/13/P,TRUE
17,FALSE,Earth,F/89/P,FALSE
23,FALSE,Earth,G/69/P,FALSE
20,FALSE,Earth,F/90/P,FALSE
39,FALSE,Earth,G/69/P,FALSE
35,FALSE,Mars,E/25/P,FALSE
31,FALSE,Mars,F/71/S,FALSE
21,FALSE,Earth,F/72/S,FALSE
16,FALSE,Earth,F/91/P,FALSE
60,FALSE,Europa,C/11/P,TRUE
18,FALSE,Earth,F/92/P,FALSE
42,FALSE,Earth,G/60/S,FALSE
68,FALSE,Europa,B/18/P,TRUE
22,FALSE,Europa,B/18/P,FALSE
59,FALSE,Europa,B/18/P,TRUE
48,FALSE,Europa,B/19/P,TRUE
37,FALSE,Mars,F/96/P,FALSE
3,FALSE,Mars,F/96/P,TRUE
31,FALSE,Mars,F/96/P,TRUE
31,FALSE,Europa,E/26/P,TRUE
29,FALSE,Europa,C/16/S,TRUE
20,FALSE,Europa,A/5/S,TRUE
46,FALSE,Europa,A/5/S,TRUE
29,FALSE,Earth,F/75/S,TRUE
43,FALSE,Mars,F/97/P,TRUE
17,FALSE,Mars,F/76/S,FALSE
27,FALSE,Europa,B/20/P,TRUE
47,FALSE,Europa,B/20/P,FALSE
45,FALSE,Mars,F/77/S,TRUE
17,FALSE,Earth,G/62/S,TRUE
10,FALSE,Earth,G/63/S,TRUE
56,FALSE,Earth,G/63/S,FALSE
39,FALSE,Earth,F/78/S,FALSE
40,FALSE,Earth,F/78/S,FALSE
40,FALSE,Europa,B/13/S,TRUE
34,FALSE,Europa,C/13/P,FALSE
32,FALSE,Earth,F/79/S,FALSE
35,FALSE,Earth,F/98/P,FALSE
32,TRUE,Mars,D/15/P,FALSE
26,TRUE,Europa,F/99/P,FALSE
25,FALSE,Earth,F/80/S,FALSE
26,FALSE,Earth,E/25/S,FALSE
22,FALSE,Europa,B/21/P,TRUE
22,FALSE,Earth,F/81/S,TRUE
24,FALSE,Earth,E/27/P,FALSE
32,FALSE,Earth,G/71/P,TRUE
11,FALSE,Earth,G/64/S,TRUE
22,FALSE,Mars,E/26/S,TRUE
19,FALSE,Europa,B/14/S,TRUE
34,FALSE,Europa,"",TRUE
74,FALSE,Europa,B/14/S,TRUE
28,TRUE,Europa,B/15/S,TRUE
42,FALSE,Europa,B/15/S,TRUE
43,FALSE,Europa,B/15/S,TRUE
55,FALSE,Earth,F/83/S,FALSE
19,FALSE,Earth,G/72/P,TRUE
6,FALSE,Earth,G/72/P,FALSE
7,FALSE,Earth,G/72/P,FALSE
28,FALSE,Europa,D/16/S,TRUE
15,FALSE,Earth,F/84/S,FALSE
24,FALSE,Earth,G/65/S,TRUE
31,FALSE,Earth,E/27/S,TRUE
22,FALSE,Earth,F/85/S,TRUE
1,FALSE,Earth,G/66/S,TRUE
50,FALSE,Earth,G/67/S,FALSE
34,FALSE,Mars,F/100/P,FALSE
14,FALSE,Mars,F/100/P,FALSE
19,FALSE,Earth,E/28/P,FALSE
27,FALSE,Earth,E/28/P,TRUE
36,FALSE,Earth,F/101/P,FALSE
34,FALSE,Earth,"",FALSE
25,FALSE,Mars,F/86/S,TRUE
36,FALSE,Mars,F/86/S,TRUE
16,FALSE,Europa,B/22/P,FALSE
30,FALSE,Europa,B/22/P,TRUE
37,FALSE,Earth,F/87/S,FALSE
15,FALSE,Earth,G/69/S,TRUE
36,FALSE,Earth,E/29/P,FALSE
27,FALSE,Mars,F/103/P,FALSE
27,FALSE,Mars,F/103/P,TRUE
12,FALSE,Mars,F/103/P,TRUE
22,FALSE,Earth,E/30/P,FALSE
27,FALSE,Earth,G/74/P,FALSE
13,FALSE,Earth,G/70/S,TRUE
27,FALSE,Earth,E/28/S,FALSE
28,FALSE,Earth,F/88/S,FALSE
21,FALSE,Europa,B/17/S,FALSE
39,FALSE,Europa,C/19/S,FALSE
28,FALSE,Earth,G/76/P,FALSE
14,FALSE,Earth,G/71/S,TRUE
27,FALSE,Europa,"",TRUE
46,FALSE,Europa,B/18/S,TRUE
27,FALSE,Mars,F/89/S,TRUE
21,FALSE,Mars,E/29/S,FALSE
21,FALSE,Mars,D/19/P,TRUE
42,FALSE,Europa,E/32/P,FALSE
22,FALSE,Mars,"",FALSE
10,FALSE,Mars,F/90/S,TRUE
43,FALSE,Mars,F/90/S,FALSE
42,FALSE,Mars,E/31/S,FALSE
18,FALSE,Europa,B/19/S,TRUE
54,FALSE,Europa,B/19/S,TRUE
24,FALSE,Europa,B/19/S,TRUE
64,FALSE,Europa,B/19/S,FALSE
18,FALSE,Europa,B/19/S,TRUE
53,FALSE,Europa,B/19/S,TRUE
23,FALSE,Mars,F/91/S,TRUE
39,FALSE,Earth,G/74/S,TRUE
59,FALSE,Europa,C/16/P,TRUE
32,FALSE,Europa,D/18/S,TRUE
55,FALSE,Europa,D/18/S,TRUE
21,FALSE,Earth,G/78/P,TRUE
50,FALSE,Europa,B/20/S,TRUE
55,FALSE,Europa,A/6/S,FALSE
27,FALSE,Earth,F/109/P,FALSE
35,FALSE,Earth,F/92/S,TRUE
27,FALSE,Earth,G/77/S,TRUE
55,FALSE,Earth,G/78/S,FALSE
23,FALSE,Earth,E/32/S,TRUE
42,FALSE,Earth,E/33/P,FALSE
35,FALSE,Earth,E/33/S,TRUE
47,FALSE,Earth,"",TRUE
22,FALSE,Mars,F/93/S,FALSE
34,FALSE,Mars,F/93/S,TRUE
46,FALSE,Europa,C/17/P,FALSE
26,FALSE,Earth,G/81/P,FALSE
1,FALSE,Earth,G/82/P,FALSE
0,FALSE,Earth,G/82/P,TRUE
33,FALSE,Mars,D/21/P,FALSE
34,FALSE,Europa,B/23/P,FALSE
49,FALSE,Europa,B/23/P,FALSE
22,FALSE,Earth,G/83/P,FALSE
28,FALSE,Earth,F/110/P,TRUE
48,FALSE,Europa,C/18/P,TRUE
36,FALSE,Europa,C/18/P,TRUE
30,FALSE,Earth,C/18/P,TRUE
49,FALSE,Europa,C/18/P,TRUE
38,FALSE,Europa,C/18/P,FALSE
31,FALSE,Mars,F/95/S,TRUE
17,FALSE,Europa,F/95/S,FALSE
26,FALSE,Earth,G/84/P,FALSE
23,FALSE,Earth,F/111/P,FALSE
24,FALSE,Earth,F/96/S,FALSE
23,FALSE,Earth,F/97/S,FALSE
24,FALSE,Earth,E/36/S,TRUE
32,FALSE,Mars,D/19/S,TRUE
43,FALSE,Mars,F/98/S,TRUE
23,FALSE,Earth,F/99/S,TRUE
42,FALSE,Earth,G/80/S,FALSE
29,FALSE,Europa,C/21/S,TRUE
40,FALSE,Europa,C/19/P,TRUE
37,FALSE,Europa,C/19/P,TRUE
61,FALSE,Europa,C/20/P,TRUE
33,FALSE,Europa,C/20/P,FALSE
19,FALSE,Earth,F/100/S,TRUE
21,FALSE,Earth,F/102/S,FALSE
4,FALSE,Earth,G/81/S,FALSE
12,FALSE,Earth,G/81/S,TRUE
44,FALSE,Earth,F/103/S,TRUE
22,FALSE,Earth,G/82/S,FALSE
33,FALSE,Mars,F/114/P,FALSE
32,FALSE,Europa,B/24/P,TRUE
28,FALSE,Europa,B/24/P,TRUE
28,FALSE,Europa,B/24/P,FALSE
31,FALSE,Mars,F/115/P,FALSE
13,FALSE,Mars,E/37/S,TRUE
14,FALSE,Earth,G/83/S,TRUE
33,FALSE,Europa,D/20/S,FALSE
37,FALSE,Europa,D/20/S,TRUE
23,FALSE,Earth,F/116/P,TRUE
36,TRUE,Europa,C/22/S,TRUE
22,FALSE,Europa,C/21/P,TRUE
19,FALSE,Europa,C/21/P,FALSE
42,FALSE,Europa,C/21/P,TRUE
30,FALSE,Europa,C/21/P,TRUE
16,FALSE,Europa,C/21/P,TRUE
55,FALSE,Europa,C/21/P,FALSE
55,FALSE,Europa,C/21/P,TRUE
19,FALSE,Earth,F/105/S,FALSE
0,FALSE,Earth,F/117/P,FALSE
18,FALSE,Europa,E/34/P,TRUE
21,FALSE,Earth,F/107/S,FALSE
65,FALSE,Earth,G/86/P,FALSE
55,FALSE,Earth,F/108/S,TRUE
50,FALSE,Earth,G/85/S,FALSE
49,FALSE,Earth,G/87/P,TRUE
22,FALSE,Earth,E/38/S,FALSE
33,FALSE,Mars,F/118/P,TRUE
3,FALSE,Mars,F/109/S,TRUE
0,FALSE,Mars,F/109/S,TRUE
33,FALSE,Mars,F/109/S,TRUE
48,FALSE,Mars,F/120/P,TRUE
5,FALSE,Mars,F/120/P,TRUE
23,FALSE,Mars,D/22/P,FALSE
53,FALSE,Europa,D/23/P,TRUE
18,FALSE,Mars,F/121/P,FALSE
20,FALSE,Earth,G/89/P,FALSE
23,FALSE,Earth,E/35/P,FALSE
48,FALSE,Earth,G/90/P,FALSE
19,FALSE,Earth,G/86/S,FALSE
22,FALSE,Mars,D/24/P,FALSE
9,FALSE,Earth,G/87/S,FALSE
24,FALSE,Earth,E/39/S,FALSE
46,FALSE,Mars,F/123/P,TRUE
23,FALSE,Earth,G/91/P,TRUE
21,FALSE,Earth,G/91/P,FALSE
19,FALSE,Earth,G/89/S,FALSE
0,FALSE,Mars,F/124/P,TRUE
4,FALSE,Mars,F/124/P,TRUE
26,FALSE,Mars,F/124/P,FALSE
9,FALSE,Mars,F/124/P,TRUE
24,FALSE,Europa,C/23/S,TRUE
24,FALSE,Mars,F/125/P,TRUE
25,FALSE,Mars,E/36/P,FALSE
21,FALSE,Mars,F/125/P,TRUE
21,FALSE,Earth,F/126/P,FALSE
37,FALSE,Europa,C/22/P,FALSE
44,FALSE,Europa,C/22/P,FALSE
43,FALSE,Europa,C/22/P,FALSE
7,FALSE,Earth,G/94/P,TRUE
33,FALSE,Mars,F/128/P,FALSE
24,FALSE,Earth,F/129/P,FALSE
31,FALSE,Earth,G/90/S,TRUE
27,TRUE,Europa,B/25/P,TRUE
34,FALSE,Earth,G/91/S,TRUE
58,FALSE,Earth,G/92/S,FALSE
7,FALSE,Earth,G/92/S,TRUE
3,FALSE,Earth,G/92/S,TRUE
21,FALSE,Earth,G/95/P,TRUE
21,FALSE,Earth,F/131/P,FALSE
39,FALSE,Europa,C/24/S,TRUE
43,FALSE,Europa,C/24/S,TRUE
22,FALSE,Earth,G/93/S,TRUE
44,FALSE,Earth,F/133/P,TRUE
38,FALSE,Earth,G/96/P,FALSE
32,FALSE,Mars,F/112/S,TRUE
55,FALSE,Mars,F/113/S,TRUE
31,TRUE,Mars,D/25/P,FALSE
39,FALSE,Earth,F/135/P,FALSE
35,FALSE,Earth,G/94/S,TRUE
37,FALSE,Earth,E/43/S,FALSE
13,FALSE,Earth,F/136/P,FALSE
21,FALSE,Earth,F/136/P,FALSE
20,FALSE,Mars,E/44/S,FALSE
20,FALSE,Europa,B/28/P,TRUE
63,FALSE,Earth,F/137/P,TRUE
36,FALSE,Earth,F/114/S,FALSE
29,FALSE,Europa,C/25/S,TRUE
36,FALSE,Europa,C/25/S,TRUE
79,FALSE,Europa,C/25/S,FALSE
30,FALSE,Europa,C/25/S,TRUE
30,FALSE,Europa,C/25/S,TRUE
19,FALSE,Mars,F/138/P,TRUE
33,FALSE,Europa,E/38/P,TRUE
20,FALSE,Earth,G/98/P,FALSE
38,FALSE,Europa,C/26/S,TRUE
7,FALSE,Mars,F/115/S,TRUE
58,FALSE,Mars,F/115/S,TRUE
33,FALSE,Mars,F/115/S,FALSE
3,FALSE,Earth,G/95/S,TRUE
39,FALSE,Mars,E/45/S,TRUE
37,FALSE,Mars,E/39/P,TRUE
32,FALSE,Earth,G/101/P,FALSE
28,FALSE,Earth,F/117/S,TRUE
38,FALSE,Earth,G/97/S,FALSE
21,FALSE,Earth,F/118/S,FALSE
18,FALSE,Earth,G/98/S,TRUE
15,FALSE,Earth,G/99/S,FALSE
44,FALSE,Europa,C/23/P,FALSE
44,FALSE,Earth,F/140/P,TRUE
36,FALSE,Europa,E/46/S,FALSE
